App,Package,Start Time,Duration,Filename
"System",,"ago 27, 2018 @ 07:53:20 PM","7 min 25 sec",""

Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",
0,0,2,0,
102,0,102,0,
202,0,202,0,
302,0,303,0,
403,0,403,0,
503,0,504,0,
604,0,607,0,
704,0,705,0,
804,0,807,0,
904,0,906,0,
1005,0,1006,0,
1108,0,1108,0,
1210,0,1211,0,
1311,0,1311,0,
1412,0,1413,0,
1512,0,1513,0,
1615,0,1616,0,
1713,0,1714,0,
1814,0,1815,0,
1914,0,1915,0,
2014,0,2015,0,
2115,0,2115,0,
2215,0,2216,0,
2316,0,2317,0,
2416,0,2416,0,
2517,0,2517,0,
2617,0,2618,0,
2717,0,2718,0,
2818,0,2818,0,
2918,0,2919,0,
3018,0,3019,0,
3119,0,3119,0,
3219,0,3220,0,
3319,0,3320,0,
3419,0,3420,0,
3520,0,3520,0,
3620,0,3621,0,
3720,0,3721,0,
3821,0,3822,0,
3921,0,3924,0,
4022,0,4023,0,
4123,0,4125,0,
4225,0,4227,0,
4326,0,4327,0,
4427,0,4428,0,
4528,0,4530,0,
4628,0,4630,0,
4729,0,4730,0,
4830,0,4833,0,
4933,0,4934,0,
5031,0,5032,0,
5132,0,5134,0,
5233,0,5234,0,
5334,0,5335,0,
5435,0,5437,0,
5536,0,5537,0,
5637,0,5638,0,
5739,0,5741,0,
5838,0,5839,0,
5940,0,5941,0,
6040,0,6041,0,
6141,0,6143,0,
6241,0,6241,0,
6342,0,6343,0,
6443,0,6444,0,
6544,0,6545,0,
6645,0,6646,0,
6746,0,6747,0,
6847,0,6849,0,
6947,0,6947,0,
7047,0,7048,0,
7148,0,7148,0,
7247,0,7248,0,
7348,0,7348,0,
7448,0,7449,0,
7548,0,7549,0,
7649,0,7651,0,
7749,0,7750,0,
7850,0,7850,0,
7950,0,7951,0,
8050,0,8051,0,
8152,0,8153,0,
8252,0,8253,0,
8352,0,8353,0,
8452,0,8453,0,
8553,0,8553,0,
8653,0,8654,0,
8753,0,8754,0,
8854,0,8854,0,
8954,0,8954,0,
9054,0,9055,0,
9154,0,9155,0,
9256,0,9256,0,
9355,0,9356,0,
9456,0,9456,0,
9556,0,9556,0,
9656,0,9657,0,
9756,0,9757,0,
9857,0,9857,0,
9957,0,9957,0,
10057,0,10058,0,
10158,0,10159,0,
10259,0,10259,0,
10359,0,10359,0,
10459,0,10460,0,
10560,0,10560,0,
10660,0,10660,0,
10760,0,10761,0,
10861,0,10861,0,
10961,0,10961,0,
11062,0,11062,0,
11162,0,11163,0,
11262,0,11263,0,
11363,0,11363,0,
11464,0,11464,0,
11564,0,11565,0,
11664,0,11665,0,
11765,0,11765,0,
11866,0,11866,0,
11966,0,11967,0,
12066,0,12067,0,
12167,0,12167,0,
12267,0,12268,0,
12368,0,12368,0,
12469,0,12470,0,
12569,0,12569,0,
12670,0,12671,0,
12770,0,12771,0,
12871,0,12872,0,
12971,0,12972,0,
13072,0,13072,0,
13172,0,13173,0,
13273,0,13273,0,
13375,0,13376,0,
13475,0,13478,0,
13576,0,13577,0,
13677,0,13678,0,
13778,0,13779,0,
13879,0,13879,0,
13979,0,13980,0,
14080,0,14080,0,
14180,0,14181,0,
14281,0,14283,0,
14382,0,14383,0,
14483,0,14484,0,
14584,0,14585,0,
14685,0,14685,0,
14785,0,14786,0,
14886,0,14888,0,
14987,0,14988,0,
15088,0,15090,0,
15190,0,15194,0,
15289,0,15291,0,
15390,0,15391,0,
15492,0,15494,0,
15593,0,15595,0,
15695,0,15699,0,
15795,0,15796,0,
15896,0,15896,0,
15997,0,15998,0,
16098,0,16099,0,
16199,0,16204,0,
16299,0,16300,0,
16401,0,16403,0,
16501,0,16504,0,
16602,0,16603,0,
16702,0,16703,0,
16803,0,16803,0,
16904,0,16906,0,
17007,0,17010,0,
17107,0,17111,0,
17208,0,17210,0,
17260,0,17262,0,
17360,0,17361,0,
17462,0,17463,0,
17563,0,17564,0,
17663,0,17664,0,
17763,0,17764,0,
17864,0,17865,0,
17965,0,17966,0,
18066,0,18068,0,
18166,0,18167,0,
18267,0,18267,0,
18368,0,18369,0,
18468,0,18469,0,
18569,0,18570,0,
18671,0,18672,0,
18772,0,18774,0,
18872,0,18872,0,
18973,0,18973,0,
19073,0,19074,0,
19174,0,19174,0,
19274,0,19275,0,
19374,0,19375,0,
19475,0,19476,0,
19575,0,19576,0,
19676,0,19676,0,
19776,0,19777,0,
19877,0,19878,0,
19978,0,19979,0,
20079,0,20079,0,
20179,0,20180,0,
20279,0,20280,0,
20380,0,20380,0,
20480,0,20481,0,
20581,0,20581,0,
20681,0,20682,0,
20782,0,20783,0,
20883,0,20883,0,
20983,0,20984,0,
21084,0,21084,0,
21184,0,21185,0,
21284,0,21285,0,
21385,0,21386,0,
21486,0,21487,0,
21586,0,21586,0,
21687,0,21687,0,
21787,0,21787,0,
21887,0,21888,0,
21987,0,21988,0,
22088,0,22088,0,
22189,0,22191,0,
22291,0,22292,0,
22392,0,22392,0,
22492,0,22493,0,
22594,0,22595,0,
22695,0,22695,0,
22797,0,22799,0,
22897,0,22898,0,
23000,0,23000,0,
23098,0,23098,0,
23198,0,23199,0,
23299,0,23300,0,
23400,0,23400,0,
23500,0,23501,0,
23600,0,23601,0,
23701,0,23702,0,
23802,0,23802,0,
23903,0,23903,0,
24003,0,24004,0,
24104,0,24104,0,
24204,0,24204,0,
24307,0,24308,0,
24408,0,24409,0,
24508,0,24508,0,
24609,0,24609,0,
24710,0,24711,0,
24811,0,24812,0,
24911,0,24911,0,
25011,0,25012,0,
25113,0,25114,0,
25213,0,25214,0,
25315,0,25315,0,
25415,0,25416,0,
25515,0,25516,0,
25616,0,25617,0,
25717,0,25717,0,
25819,0,25819,0,
25928,0,25929,0,
26021,0,26021,0,
26122,0,26122,0,
26226,0,26232,0,
26323,0,26323,0,
26425,0,26425,0,
26525,0,26526,0,
26629,0,26630,0,
26731,0,26732,0,
26832,0,26833,0,
26932,0,26934,0,
27033,0,27033,0,
27135,0,27135,0,
27236,0,27236,0,
27336,0,27337,0,
27437,0,27437,0,
27551,0,27552,0,
27601,0,27602,0,
27702,0,27704,0,
27802,0,27803,0,
27904,0,27905,0,
28004,0,28008,0,
28108,0,28108,0,
28205,0,28208,0,
28305,0,28306,0,
28408,0,28409,0,
28510,0,28511,0,
28613,0,28614,0,
28713,0,28714,0,
28816,0,28817,0,
28916,0,28917,0,
29017,0,29017,0,
29119,0,29120,0,
29220,0,29221,0,
29321,0,29323,0,
29425,0,29426,0,
29525,0,29525,0,
29629,0,29630,0,
29730,0,29745,0,
29834,0,29834,0,
29934,0,29935,0,
30036,0,30037,0,
30137,0,30137,0,
30237,0,30245,0,
30340,0,30340,0,
30441,0,30442,0,
30541,0,30542,0,
30642,0,30643,0,
30743,0,30744,0,
30844,0,30845,0,
30945,0,30946,0,
31045,0,31046,0,
31146,0,31146,0,
31248,0,31248,0,
31348,0,31348,0,
31448,0,31449,0,
31549,0,31550,0,
31650,0,31651,0,
31754,0,31761,0,
31858,0,31859,0,
31958,0,31959,0,
32057,0,32058,0,
32160,0,32160,0,
32264,0,32264,0,
32363,0,32364,0,
32464,0,32464,0,
32564,0,32565,0,
32667,0,32667,0,
32766,0,32767,0,
32868,0,32869,0,
32969,0,32970,0,
33071,0,33072,0,
33173,0,33174,0,
33276,0,33276,0,
33375,0,33376,0,
33476,0,33476,0,
33577,0,33578,0,
33677,0,33678,0,
33778,0,33779,0,
33879,0,33880,0,
33980,0,33981,0,
34030,0,34031,0,
34131,0,34132,0,
34232,0,34233,0,
34332,0,34333,0,
34433,0,34434,0,
34533,0,34534,0,
34634,0,34635,0,
34736,0,34737,0,
34836,0,34837,0,
34937,0,34937,0,
35038,0,35038,0,
35144,0,35145,0,
35245,0,35246,0,
35345,0,35346,0,
35446,0,35447,0,
35546,0,35547,0,
35647,0,35648,0,
35747,0,35748,0,
35850,0,35851,0,
35950,0,35951,0,
36052,0,36053,0,
36152,0,36153,0,
36253,0,36254,0,
36355,0,36356,0,
36456,0,36456,0,
36556,0,36556,0,
36658,0,36658,0,
36758,0,36759,0,
36859,0,36860,0,
36959,0,36960,0,
37064,0,37066,0,
37162,0,37163,0,
37263,0,37264,0,
37364,0,37364,0,
37464,0,37465,0,
37564,0,37565,0,
37665,0,37666,0,
37765,0,37766,0,
37866,0,37866,0,
37967,0,37967,0,
38067,0,38068,0,
38172,0,38173,0,
38275,0,38276,0,
38376,0,38377,0,
38477,0,38477,0,
38577,0,38578,0,
38677,0,38678,0,
38778,0,38779,0,
38879,0,38880,0,
38979,0,38980,0,
39081,0,39081,0,
39182,0,39183,0,
39282,0,39283,0,
39383,0,39384,0,
39483,0,39484,0,
39584,0,39584,0,
39684,0,39685,0,
39785,0,39786,0,
39887,0,39889,0,
39988,0,39993,0,
40092,0,40096,0,
40192,0,40193,0,
40290,0,40291,0,
40391,0,40392,0,
40492,0,40494,0,
40594,0,40595,0,
40693,0,40694,0,
40794,0,40794,0,
40896,0,40898,0,
40997,0,40999,0,
41097,0,41098,0,
41199,0,41200,0,
41298,0,41300,0,
41399,0,41400,0,
41500,0,41502,0,
41601,0,41601,0,
41701,0,41702,0,
41801,0,41802,0,
41902,0,41903,0,
42003,0,42004,0,
42103,0,42103,0,
42204,0,42205,0,
42307,0,42309,0,
42407,0,42407,0,
42508,0,42509,0,
42610,0,42610,0,
42710,0,42712,0,
42812,0,42812,0,
42911,0,42912,0,
43012,0,43013,0,
43113,0,43114,0,
43213,0,43214,0,
43314,0,43315,0,
43415,0,43415,0,
43516,0,43516,0,
43616,0,43617,0,
43717,0,43717,0,
43818,0,43819,0,
43918,0,43919,0,
44019,0,44020,0,
44120,0,44120,0,
44170,0,44171,0,
44270,0,44272,0,
44371,0,44372,0,
44471,0,44472,0,
44572,0,44573,0,
44672,0,44722,0,
44823,0,44825,0,
44925,0,44927,0,
45025,0,45027,0,
45075,0,45076,0,
45176,0,45177,0,
45278,0,45280,0,
45378,0,45379,0,
45479,0,45480,0,
45580,0,45583,0,
45681,0,45681,0,
45782,0,45782,0,
45882,0,45883,0,
45983,0,45984,0,
46084,0,46085,0,
46184,0,46185,0,
46285,0,46286,0,
46386,0,46387,0,
46487,0,46488,0,
46587,0,46588,0,
46688,0,46688,0,
46789,0,46789,0,
46892,0,46894,0,
46991,0,46991,0,
47092,0,47092,0,
47192,0,47193,0,
47293,0,47294,0,
47396,0,47398,0,
47495,0,47495,0,
47595,0,47596,0,
47697,0,47698,0,
47797,0,47798,0,
47899,0,47900,0,
48000,0,48000,0,
48101,0,48103,0,
48201,0,48201,0,
48302,0,48302,0,
48403,0,48403,0,
48503,0,48504,0,
48604,0,48604,0,
48705,0,48705,0,
48806,0,48809,0,
48908,0,48908,0,
49010,0,49010,0,
49110,0,49111,0,
49211,0,49211,0,
49312,0,49313,0,
49412,0,49413,0,
49512,0,49513,0,
49613,0,49613,0,
49713,0,49714,0,
49814,0,49814,0,
49916,0,49917,0,
50015,0,50016,0,
50117,0,50118,0,
50218,0,50219,0,
50324,0,50330,0,
50421,0,50422,0,
50520,0,50521,0,
50621,0,50622,0,
50724,0,50726,0,
50824,0,50828,0,
50923,0,50925,0,
51024,0,51025,0,
51126,0,51127,0,
51226,0,51227,0,
51326,0,51327,0,
51427,0,51428,0,
51528,0,51529,0,
51629,0,51630,0,
51730,0,51731,0,
51830,0,51831,0,
51931,0,51932,0,
52032,0,52033,0,
52133,0,52134,0,
52233,0,52234,0,
52334,0,52335,0,
52436,0,52437,0,
52537,0,52538,0,
52637,0,52637,0,
52737,0,52738,0,
52838,0,52839,0,
52941,0,52942,0,
53039,0,53040,0,
53141,0,53142,0,
53243,0,53243,0,
53345,0,53345,0,
53446,0,53447,0,
53546,0,53547,0,
53647,0,53648,0,
53747,0,53748,0,
53848,0,53849,0,
53949,0,53949,0,
54050,0,54050,0,
54151,0,54151,0,
54252,0,54253,0,
54353,0,54353,0,
54453,0,54454,0,
54556,0,54557,0,
54657,0,54658,0,
54758,0,54758,0,
54859,0,54859,0,
54959,0,54960,0,
55060,0,55060,0,
55161,0,55163,0,
55262,0,55263,0,
55362,0,55363,0,
55463,0,55463,0,
55563,0,55564,0,
55664,0,55665,0,
55765,0,55766,0,
55866,0,55867,0,
55966,0,55967,0,
56067,0,56068,0,
56169,0,56174,0,
56270,0,56271,0,
56370,0,56372,0,
56420,0,56421,0,
56521,0,56522,0,
56622,0,56623,0,
56723,0,56723,0,
56824,0,56825,0,
56925,0,56925,0,
57025,0,57026,0,
57127,0,57130,0,
57228,0,57228,0,
57328,0,57328,0,
57429,0,57429,0,
57530,0,57531,0,
57630,0,57631,0,
57731,0,57732,0,
57831,0,57832,0,
57932,0,57933,0,
58033,0,58034,0,
58134,0,58135,0,
58235,0,58236,0,
58335,0,58336,0,
58436,0,58436,0,
58537,0,58537,0,
58637,0,58637,0,
58738,0,58738,0,
58838,0,58839,0,
58942,0,58944,0,
59042,0,59043,0,
59142,0,59143,0,
59243,0,59244,0,
59344,0,59344,0,
59444,0,59445,0,
59546,0,59547,0,
59647,0,59647,0,
59747,0,59748,0,
59848,0,59850,0,
59948,0,59948,0,
60048,0,60049,0,
60149,0,60150,0,
60250,0,60251,0,
60350,0,60351,0,
60452,0,60453,0,
60553,0,60553,0,
60653,0,60654,0,
60754,0,60756,0,
60856,0,60858,0,
60960,0,60961,0,
61057,0,61058,0,
61159,0,61160,0,
61260,0,61260,0,
61360,0,61361,0,
61460,0,61461,0,
61561,0,61561,0,
61661,0,61662,0,
61762,0,61763,0,
61863,0,61864,0,
61963,0,61964,0,
62064,0,62064,0,
62164,0,62165,0,
62265,0,62265,0,
62365,0,62366,0,
62470,0,62471,0,
62567,0,62568,0,
62668,0,62669,0,
62769,0,62770,0,
62869,0,62870,0,
62969,0,62971,0,
63071,0,63072,0,
63172,0,63175,0,
63272,0,63275,0,
63374,0,63374,0,
63474,0,63475,0,
63574,0,63575,0,
63676,0,63676,0,
63778,0,63779,0,
63878,0,63879,0,
63978,0,63979,0,
64079,0,64080,0,
64179,0,64180,0,
64280,0,64280,0,
64380,0,64381,0,
64481,0,64481,0,
64581,0,64581,0,
64682,0,64682,0,
64783,0,64783,0,
64883,0,64883,0,
64983,0,64984,0,
65084,0,65084,0,
65186,0,65187,0,
65286,0,65286,0,
65386,0,65387,0,
65487,0,65487,0,
65587,0,65588,0,
65688,0,65688,0,
65789,0,65793,0,
65889,0,65890,0,
65993,0,65994,0,
66090,0,66091,0,
66192,0,66193,0,
66294,0,66294,0,
66394,0,66394,0,
66496,0,66497,0,
66597,0,66598,0,
66697,0,66697,0,
66797,0,66798,0,
66899,0,66899,0,
67004,0,67005,0,
67108,0,67109,0,
67211,0,67212,0,
67310,0,67312,0,
67361,0,67361,0,
67461,0,67461,0,
67562,0,67573,0,
67663,0,67664,0,
67764,0,67765,0,
67865,0,67866,0,
67966,0,67967,0,
68067,0,68068,0,
68170,0,68170,0,
68270,0,68271,0,
68370,0,68371,0,
68471,0,68472,0,
68572,0,68575,0,
68673,0,68674,0,
68773,0,68774,0,
68874,0,68875,0,
68974,0,68975,0,
69074,0,69075,0,
69175,0,69176,0,
69276,0,69276,0,
69376,0,69377,0,
69477,0,69478,0,
69579,0,69580,0,
69680,0,69681,0,
69781,0,69782,0,
69881,0,69882,0,
69982,0,69984,0,
70083,0,70083,0,
70184,0,70184,0,
70284,0,70285,0,
70385,0,70386,0,
70486,0,70487,0,
70586,0,70587,0,
70687,0,70688,0,
70788,0,70789,0,
70889,0,70890,0,
70992,0,71002,0,
71091,0,71092,0,
71192,0,71193,0,
71293,0,71293,0,
71393,0,71394,0,
71494,0,71495,0,
71595,0,71596,0,
71697,0,71697,0,
71797,0,71798,0,
71898,0,71899,0,
71998,0,71999,0,
72099,0,72100,0,
72200,0,72200,0,
72300,0,72301,0,
72402,0,72405,0,
72503,0,72504,0,
72603,0,72604,0,
72704,0,72705,0,
72805,0,72805,0,
72905,0,72906,0,
73006,0,73006,0,
73113,0,73114,0,
73213,0,73213,0,
73313,0,73316,0,
73413,0,73414,0,
73513,0,73514,0,
73615,0,73615,0,
73715,0,73715,0,
73816,0,73817,0,
73916,0,73917,0,
74017,0,74018,0,
74118,0,74118,0,
74218,0,74218,0,
74321,0,74321,0,
74420,0,74420,0,
74520,0,74521,0,
74621,0,74622,0,
74723,0,74723,0,
74823,0,74824,0,
74925,0,74928,0,
75029,0,75030,0,
75130,0,75131,0,
75230,0,75231,0,
75331,0,75332,0,
75436,0,75436,0,
75536,0,75537,0,
75637,0,75637,0,
75738,0,75738,0,
75838,0,75839,0,
75939,0,75940,0,
76041,0,76043,0,
76142,0,76142,0,
76243,0,76243,0,
76343,0,76344,0,
76444,0,76444,0,
76544,0,76545,0,
76645,0,76646,0,
76747,0,76750,0,
76847,0,76847,0,
76948,0,76948,0,
77049,0,77050,0,
77149,0,77150,0,
77250,0,77251,0,
77351,0,77352,0,
77451,0,77452,0,
77553,0,77554,0,
77605,0,77606,0,
77704,0,77704,0,
77804,0,77804,0,
77905,0,77914,0,
78005,0,78006,0,
78106,0,78106,0,
78206,0,78207,0,
78311,0,78312,0,
78410,0,78410,0,
78510,0,78511,0,
78611,0,78612,0,
78714,0,78715,0,
78812,0,78813,0,
78913,0,78914,0,
79013,0,79014,0,
79114,0,79114,0,
79215,0,79215,0,
79315,0,79316,0,
79416,0,79417,0,
79518,0,79518,0,
79618,0,79619,0,
79718,0,79719,0,
79819,0,79820,0,
79920,0,79921,0,
80021,0,80021,0,
80121,0,80122,0,
80222,0,80223,0,
80323,0,80324,0,
80424,0,80426,0,
80525,0,80525,0,
80626,0,80629,0,
80727,0,80727,0,
80828,0,80829,0,
80928,0,80929,0,
81029,0,81030,0,
81133,0,81135,0,
81231,0,81232,0,
81334,0,81335,0,
81433,0,81434,0,
81533,0,81534,0,
81634,0,81634,0,
81735,0,81735,0,
81835,0,81836,0,
81936,0,81937,0,
82037,0,82038,0,
82137,0,82138,0,
82238,0,82238,0,
82339,0,82339,0,
82439,0,82440,0,
82540,0,82542,0,
82641,0,82642,0,
82742,0,82743,0,
82843,0,82844,0,
82944,0,82944,0,
83044,0,83046,0,
83145,0,83147,0,
83246,0,83246,0,
83346,0,83347,0,
83447,0,83448,0,
83548,0,83549,0,
83648,0,83649,0,
83749,0,83750,0,
83849,0,83850,0,
83950,0,83950,0,
84051,0,84051,0,
84151,0,84152,0,
84253,0,84257,0,
84353,0,84354,0,
84453,0,84454,0,
84554,0,84554,0,
84655,0,84655,0,
84755,0,84756,0,
84857,0,84859,0,
84959,0,84962,0,
85058,0,85059,0,
85159,0,85160,0,
85259,0,85260,0,
85360,0,85361,0,
85461,0,85462,0,
85563,0,85563,0,
85663,0,85664,0,
85763,0,85764,0,
85864,0,85865,0,
85965,0,85965,0,
86066,0,86067,0,
86167,0,86168,0,
86268,0,86270,0,
86369,0,86369,0,
86469,0,86471,0,
86571,0,86571,0,
86672,0,86673,0,
86771,0,86772,0,
86872,0,86873,0,
86973,0,86975,0,
87075,0,87075,0,
87177,0,87179,0,
87276,0,87277,0,
87378,0,87380,0,
87478,0,87479,0,
87579,0,87580,0,
87679,0,87680,0,
87780,0,87780,0,
87880,0,87881,0,
87981,0,87982,0,
88082,0,88082,0,
88183,0,88183,0,
88286,0,88288,0,
88384,0,88385,0,
88485,0,88486,0,
88586,0,88587,0,
88687,0,88687,0,
88788,0,88788,0,
88888,0,88889,0,
88989,0,88992,0,
89094,0,89094,0,
89193,0,89193,0,
89295,0,89296,0,
89346,0,89346,0,
89446,0,89447,0,
89547,0,89547,0,
89647,0,89648,0,
89748,0,89748,0,
89849,0,89851,0,
89949,0,89952,0,
90050,0,90050,0,
90152,0,90152,0,
90251,0,90252,0,
90352,0,90352,0,
90453,0,90453,0,
90553,0,90553,0,
90654,0,90654,0,
90755,0,90755,0,
90855,0,90856,0,
90957,0,90958,0,
91058,0,91059,0,
91160,0,91160,0,
91260,0,91261,0,
91361,0,91361,0,
91461,0,91462,0,
91562,0,91563,0,
91663,0,91663,0,
91764,0,91764,0,
91864,0,91865,0,
91965,0,91965,0,
92065,0,92066,0,
92166,0,92166,0,
92267,0,92267,0,
92367,0,92368,0,
92468,0,92469,0,
92568,0,92569,0,
92669,0,92670,0,
92770,0,92770,0,
92870,0,92870,0,
92971,0,92971,0,
93071,0,93072,0,
93172,0,93172,0,
93272,0,93273,0,
93373,0,93376,0,
93474,0,93475,0,
93575,0,93575,0,
93675,0,93676,0,
93776,0,93777,0,
93876,0,93877,0,
93977,0,93977,0,
94078,0,94079,0,
94178,0,94178,0,
94278,0,94279,0,
94379,0,94379,0,
94479,0,94480,0,
94580,0,94580,0,
94680,0,94681,0,
94781,0,94782,0,
94884,0,94885,0,
94984,0,94986,0,
95085,0,95086,0,
95185,0,95185,0,
95286,0,95287,0,
95387,0,95387,0,
95487,0,95488,0,
95588,0,95588,0,
95689,0,95689,0,
95790,0,95790,0,
95893,0,95895,0,
95991,0,95992,0,
96092,0,96094,0,
96194,0,96197,0,
96295,0,96296,0,
96397,0,96397,0,
96497,0,96498,0,
96598,0,96598,0,
96698,0,96699,0,
96799,0,96800,0,
96900,0,96900,0,
97000,0,97001,0,
97101,0,97102,0,
97202,0,97204,0,
97303,0,97304,0,
97405,0,97405,0,
97505,0,97505,0,
97606,0,97606,0,
97713,0,97715,0,
97807,0,97808,0,
97910,0,97911,0,
98011,0,98012,0,
98112,0,98112,0,
98212,0,98213,0,
98313,0,98314,0,
98413,0,98414,0,
98514,0,98515,0,
98615,0,98615,0,
98715,0,98716,0,
98816,0,98816,0,
98916,0,98917,0,
99018,0,99019,0,
99118,0,99119,0,
99219,0,99220,0,
99320,0,99321,0,
99420,0,99421,0,
99521,0,99522,0,
99622,0,99622,0,
99723,0,99723,0,
99823,0,99823,0,
99924,0,99925,0,
100025,0,100025,0,
100125,0,100127,0,
100226,0,100227,0,
100327,0,100327,0,
100427,0,100428,0,
100528,0,100529,0,
100631,0,100637,0,
100731,0,100731,0,
100832,0,100833,0,
100932,0,100932,0,
101033,0,101034,0,
101134,0,101135,0,
101234,0,101235,0,
101335,0,101336,0,
101436,0,101437,0,
101537,0,101537,0,
101637,0,101638,0,
101688,0,101689,0,
101789,0,101790,0,
101890,0,101893,0,
101990,0,101993,0,
102091,0,102094,0,
102193,0,102194,0,
102296,0,102297,0,
102395,0,102395,0,
102495,0,102496,0,
102597,0,102598,0,
102698,0,102699,0,
102799,0,102800,0,
102899,0,102899,0,
103001,0,103002,0,
103102,0,103102,0,
103202,0,103203,0,
103303,0,103303,0,
103404,0,103405,0,
103506,0,103513,0,
103605,0,103606,0,
103706,0,103706,0,
103806,0,103807,0,
103907,0,103908,0,
104009,0,104010,0,
104110,0,104110,0,
104210,0,104211,0,
104310,0,104313,0,
104412,0,104412,0,
104512,0,104514,0,
104613,0,104614,0,
104714,0,104714,0,
104814,0,104815,0,
104916,0,104917,0,
105016,0,105020,0,
105116,0,105117,0,
105217,0,105217,0,
105318,0,105318,0,
105418,0,105418,0,
105518,0,105518,0,
105619,0,105620,0,
105719,0,105720,0,
105820,0,105821,0,
105920,0,105921,0,
106021,0,106021,0,
106121,0,106122,0,
106222,0,106222,0,
106322,0,106323,0,
106423,0,106423,0,
106526,0,106527,0,
106625,0,106625,0,
106726,0,106727,0,
106827,0,106827,0,
106928,0,106929,0,
107028,0,107029,0,
107131,0,107135,0,
107230,0,107231,0,
107331,0,107331,0,
107432,0,107433,0,
107533,0,107533,0,
107633,0,107633,0,
107734,0,107734,0,
107834,0,107835,0,
107935,0,107935,0,
108035,0,108036,0,
108136,0,108137,0,
108237,0,108237,0,
108337,0,108337,0,
108437,0,108438,0,
108538,0,108538,0,
108638,0,108639,0,
108739,0,108739,0,
108839,0,108840,0,
108940,0,108941,0,
109043,0,109043,0,
109142,0,109143,0,
109243,0,109244,0,
109343,0,109344,0,
109446,0,109447,0,
109545,0,109546,0,
109646,0,109647,0,
109747,0,109747,0,
109847,0,109848,0,
109948,0,109949,0,
110048,0,110049,0,
110150,0,110156,0,
110250,0,110251,0,
110351,0,110351,0,
110451,0,110451,0,
110551,0,110552,0,
110652,0,110652,0,
110752,0,110753,0,
110853,0,110853,0,
110953,0,110954,0,
111054,0,111055,0,
111154,0,111155,0,
111255,0,111256,0,
111360,0,111364,0,
111458,0,111460,0,
111558,0,111559,0,
111660,0,111661,0,
111761,0,111762,0,
111862,0,111863,0,
111963,0,111964,0,
112063,0,112064,0,
112163,0,112164,0,
112264,0,112265,0,
112365,0,112365,0,
112465,0,112466,0,
112567,0,112568,0,
112667,0,112668,0,
112767,0,112768,0,
112868,0,112868,0,
112970,0,112970,0,
113070,0,113070,0,
113170,0,113171,0,
113271,0,113272,0,
113373,0,113374,0,
113474,0,113475,0,
113575,0,113576,0,
113676,0,113677,0,
113777,0,113777,0,
113878,0,113878,0,
113978,0,113979,0,
114079,0,114080,0,
114180,0,114180,0,
114282,0,114283,0,
114381,0,114382,0,
114482,0,114483,0,
114583,0,114584,0,
114684,0,114685,0,
114785,0,114786,0,
114886,0,114887,0,
114986,0,114987,0,
115087,0,115087,0,
115187,0,115187,0,
115288,0,115288,0,
115338,0,115340,0,
115439,0,115440,0,
115539,0,115542,0,
115639,0,115640,0,
115740,0,115741,0,
115841,0,115841,0,
115942,0,115943,0,
116043,0,116043,0,
116143,0,116144,0,
116244,0,116245,0,
116347,0,116348,0,
116446,0,116447,0,
116547,0,116548,0,
116651,0,116654,0,
116748,0,116749,0,
116850,0,116850,0,
116950,0,116952,0,
117051,0,117052,0,
117152,0,117152,0,
117253,0,117254,0,
117354,0,117355,0,
117454,0,117455,0,
117555,0,117555,0,
117655,0,117656,0,
117756,0,117757,0,
117858,0,117860,0,
117960,0,117960,0,
118059,0,118059,0,
118160,0,118161,0,
118260,0,118261,0,
118361,0,118361,0,
118461,0,118462,0,
118562,0,118562,0,
118664,0,118664,0,
118764,0,118765,0,
118865,0,118866,0,
118965,0,118966,0,
119066,0,119066,0,
119166,0,119167,0,
119267,0,119267,0,
119368,0,119368,0,
119468,0,119468,0,
119568,0,119569,0,
