App,Package,Start Time,Duration,Filename
119669,0,119670,0,
119770,0,119771,0,
119870,0,119871,0,
119971,0,119972,0,
120072,0,120073,0,
120172,0,120173,0,
120274,0,120275,0,
120375,0,120375,0,
120475,0,120476,0,
120579,0,120580,0,
120677,0,120678,0,
120778,0,120778,0,
120878,0,120879,0,
120979,0,120980,0,
121080,0,121080,0,
121180,0,121180,0,
121283,0,121283,0,
121381,0,121382,0,
121482,0,121482,0,
121582,0,121583,0,
121683,0,121684,0,
121783,0,121784,0,
121884,0,121885,0,
121984,0,121986,0,
122085,0,122085,0,
122186,0,122187,0,
122287,0,122288,0,
122388,0,122389,0,
122489,0,122490,0,
122590,0,122590,0,
122694,0,122694,0,
122793,0,122794,0,
122893,0,122893,0,
122994,0,122995,0,
123094,0,123094,0,
123195,0,123195,0,
123295,0,123296,0,
123395,0,123396,0,
123496,0,123497,0,
123597,0,123597,0,
123697,0,123697,0,
123797,0,123798,0,
123898,0,123900,0,
123999,0,124000,0,
124100,0,124101,0,
124200,0,124201,0,
124301,0,124301,0,
124402,0,124402,0,
124502,0,124503,0,
124603,0,124604,0,
124704,0,124705,0,
124804,0,124805,0,
124905,0,124906,0,
125006,0,125006,0,
125106,0,125107,0,
125207,0,125209,0,
125308,0,125308,0,
125409,0,125411,0,
125510,0,125512,0,
125610,0,125611,0,
125712,0,125713,0,
125815,0,125815,0,
125913,0,125914,0,
126015,0,126015,0,
126115,0,126116,0,
126216,0,126217,0,
126317,0,126318,0,
126418,0,126419,0,
126519,0,126519,0,
126620,0,126621,0,
126720,0,126721,0,
126820,0,126821,0,
126921,0,126922,0,
127022,0,127022,0,
127122,0,127124,0,
127223,0,127224,0,
127323,0,127324,0,
127426,0,127427,0,
127526,0,127527,0,
127628,0,127628,0,
127729,0,127730,0,
127839,0,127840,0,
127937,0,127937,0,
128037,0,128038,0,
128138,0,128141,0,
128238,0,128239,0,
128339,0,128340,0,
128440,0,128440,0,
128541,0,128542,0,
128642,0,128643,0,
128744,0,128749,0,
128845,0,128846,0,
128948,0,128949,0,
128997,0,128998,0,
129098,0,129099,0,
129199,0,129199,0,
129300,0,129300,0,
129400,0,129401,0,
129501,0,129502,0,
129602,0,129603,0,
129703,0,129703,0,
129804,0,129804,0,
129904,0,129904,0,
130004,0,130005,0,
130106,0,130107,0,
130206,0,130206,0,
130306,0,130307,0,
130407,0,130409,0,
130507,0,130508,0,
130610,0,130612,0,
130710,0,130710,0,
130810,0,130811,0,
130911,0,130912,0,
131011,0,131012,0,
131112,0,131113,0,
131212,0,131213,0,
131313,0,131314,0,
131413,0,131414,0,
131514,0,131515,0,
131616,0,131617,0,
131716,0,131717,0,
131817,0,131817,0,
131918,0,131919,0,
132019,0,132020,0,
132120,0,132120,0,
132220,0,132221,0,
132321,0,132321,0,
132421,0,132422,0,
132522,0,132523,0,
132623,0,132623,0,
132723,0,132724,0,
132825,0,132825,0,
132925,0,132926,0,
133026,0,133027,0,
133127,0,133128,0,
133228,0,133230,0,
133328,0,133329,0,
133430,0,133432,0,
133530,0,133531,0,
133631,0,133631,0,
133731,0,133732,0,
133833,0,133834,0,
133933,0,133934,0,
134034,0,134035,0,
134135,0,134136,0,
134236,0,134240,0,
134338,0,134346,0,
134438,0,134438,0,
134539,0,134540,0,
134640,0,134643,0,
134740,0,134741,0,
134841,0,134842,0,
134942,0,134943,0,
135043,0,135044,0,
135144,0,135144,0,
135244,0,135245,0,
135345,0,135346,0,
135446,0,135447,0,
135546,0,135547,0,
135646,0,135647,0,
135747,0,135748,0,
135848,0,135848,0,
135948,0,135949,0,
136049,0,136050,0,
136149,0,136150,0,
136250,0,136252,0,
136352,0,136353,0,
136451,0,136452,0,
136552,0,136553,0,
136653,0,136653,0,
136754,0,136754,0,
136855,0,136855,0,
136956,0,136958,0,
137056,0,137057,0,
137163,0,137165,0,
137258,0,137259,0,
137362,0,137364,0,
137461,0,137462,0,
137562,0,137563,0,
137663,0,137663,0,
137764,0,137765,0,
137865,0,137866,0,
137965,0,137965,0,
138065,0,138066,0,
138167,0,138168,0,
138268,0,138270,0,
138368,0,138368,0,
138469,0,138469,0,
138569,0,138570,0,
138670,0,138670,0,
138771,0,138771,0,
138871,0,138873,0,
138974,0,138975,0,
139077,0,139078,0,
139177,0,139177,0,
139277,0,139278,0,
139378,0,139378,0,
139478,0,139479,0,
139579,0,139580,0,
139680,0,139680,0,
139780,0,139780,0,
139881,0,139881,0,
139981,0,139982,0,
140082,0,140082,0,
140183,0,140183,0,
140284,0,140285,0,
140384,0,140385,0,
140485,0,140485,0,
140586,0,140586,0,
140686,0,140687,0,
140787,0,140787,0,
140887,0,140887,0,
140988,0,140988,0,
141089,0,141089,0,
141189,0,141190,0,
141293,0,141293,0,
141390,0,141394,0,
141492,0,141493,0,
141593,0,141594,0,
141693,0,141693,0,
141793,0,141794,0,
141896,0,141897,0,
141946,0,141947,0,
142046,0,142047,0,
142148,0,142149,0,
142248,0,142249,0,
142349,0,142350,0,
142450,0,142451,0,
142550,0,142551,0,
142651,0,142651,0,
142752,0,142752,0,
142852,0,142853,0,
142953,0,142954,0,
143053,0,143054,0,
143154,0,143155,0,
143255,0,143255,0,
143355,0,143356,0,
143455,0,143456,0,
143557,0,143559,0,
143659,0,143660,0,
143758,0,143759,0,
143860,0,143861,0,
143960,0,143960,0,
144060,0,144061,0,
144160,0,144161,0,
144261,0,144262,0,
144362,0,144362,0,
144463,0,144464,0,
144563,0,144564,0,
144664,0,144665,0,
144765,0,144765,0,
144865,0,144866,0,
144966,0,144967,0,
145067,0,145068,0,
145168,0,145169,0,
145269,0,145270,0,
145370,0,145370,0,
145472,0,145476,0,
145571,0,145571,0,
145672,0,145673,0,
145774,0,145775,0,
145874,0,145875,0,
145975,0,145976,0,
146075,0,146075,0,
146175,0,146176,0,
146276,0,146277,0,
146377,0,146377,0,
146478,0,146478,0,
146578,0,146579,0,
146679,0,146680,0,
146779,0,146780,0,
146880,0,146880,0,
146980,0,146981,0,
147081,0,147082,0,
147181,0,147181,0,
147281,0,147281,0,
147381,0,147382,0,
147482,0,147482,0,
147582,0,147583,0,
147683,0,147683,0,
147783,0,147784,0,
147883,0,147883,0,
147983,0,147984,0,
148084,0,148084,0,
148185,0,148186,0,
148285,0,148286,0,
148385,0,148386,0,
148486,0,148486,0,
148586,0,148587,0,
148687,0,148687,0,
148787,0,148788,0,
148888,0,148889,0,
148994,0,148995,0,
149090,0,149091,0,
149195,0,149196,0,
149292,0,149293,0,
149393,0,149394,0,
149494,0,149494,0,
149599,0,149600,0,
149699,0,149700,0,
149800,0,149800,0,
149900,0,149901,0,
150001,0,150001,0,
150101,0,150103,0,
150202,0,150203,0,
150303,0,150303,0,
150403,0,150404,0,
150504,0,150504,0,
150604,0,150605,0,
150705,0,150705,0,
150805,0,150806,0,
150906,0,150906,0,
151007,0,151008,0,
151108,0,151108,0,
151210,0,151211,0,
151309,0,151310,0,
151410,0,151411,0,
151513,0,151517,0,
151614,0,151615,0,
151715,0,151717,0,
151816,0,151817,0,
151917,0,151918,0,
152017,0,152018,0,
152118,0,152119,0,
152219,0,152219,0,
152320,0,152320,0,
152421,0,152421,0,
152521,0,152522,0,
152622,0,152623,0,
152724,0,152727,0,
152825,0,152826,0,
152925,0,152927,0,
153028,0,153029,0,
153129,0,153130,0,
153229,0,153230,0,
153330,0,153331,0,
153430,0,153431,0,
153532,0,153533,0,
153632,0,153634,0,
153732,0,153733,0,
153833,0,153834,0,
153934,0,153934,0,
154035,0,154040,0,
154136,0,154136,0,
154236,0,154236,0,
154336,0,154337,0,
154437,0,154437,0,
154537,0,154538,0,
154588,0,154588,0,
154688,0,154689,0,
154789,0,154790,0,
154890,0,154890,0,
154990,0,154991,0,
155091,0,155091,0,
155195,0,155199,0,
155293,0,155294,0,
155394,0,155395,0,
155494,0,155495,0,
155595,0,155595,0,
155695,0,155696,0,
155796,0,155796,0,
155898,0,155899,0,
155997,0,155998,0,
156098,0,156098,0,
156198,0,156199,0,
156299,0,156300,0,
156400,0,156400,0,
156500,0,156501,0,
156602,0,156603,0,
156702,0,156703,0,
156803,0,156804,0,
156904,0,156905,0,
157005,0,157005,0,
157105,0,157106,0,
157206,0,157206,0,
157306,0,157307,0,
157407,0,157408,0,
157508,0,157509,0,
157610,0,157611,0,
157711,0,157714,0,
157812,0,157813,0,
157912,0,157913,0,
158014,0,158017,0,
158114,0,158114,0,
158215,0,158216,0,
158315,0,158316,0,
158417,0,158418,0,
158517,0,158518,0,
158617,0,158619,0,
158718,0,158718,0,
158819,0,158819,0,
158920,0,158921,0,
159021,0,159021,0,
159123,0,159125,0,
159224,0,159226,0,
159324,0,159325,0,
159425,0,159426,0,
159525,0,159526,0,
159628,0,159629,0,
159728,0,159729,0,
159828,0,159829,0,
159929,0,159930,0,
160029,0,160031,0,
160131,0,160131,0,
160232,0,160232,0,
160333,0,160334,0,
160433,0,160434,0,
160533,0,160534,0,
160634,0,160635,0,
160734,0,160735,0,
160835,0,160835,0,
160935,0,160936,0,
161036,0,161037,0,
161137,0,161137,0,
161237,0,161237,0,
161337,0,161338,0,
161438,0,161440,0,
161540,0,161541,0,
161643,0,161644,0,
161742,0,161742,0,
161843,0,161843,0,
161944,0,161944,0,
162045,0,162049,0,
162145,0,162146,0,
162246,0,162246,0,
162346,0,162347,0,
162447,0,162447,0,
162548,0,162548,0,
162648,0,162649,0,
162749,0,162750,0,
162850,0,162850,0,
162951,0,162951,0,
163051,0,163052,0,
163153,0,163154,0,
163253,0,163253,0,
163354,0,163354,0,
163454,0,163455,0,
163554,0,163555,0,
163658,0,163660,0,
163761,0,163762,0,
163861,0,163862,0,
163961,0,163961,0,
164060,0,164061,0,
164160,0,164161,0,
164261,0,164262,0,
164362,0,164362,0,
164462,0,164463,0,
164563,0,164563,0,
164664,0,164664,0,
164764,0,164765,0,
164865,0,164865,0,
164965,0,164966,0,
165066,0,165067,0,
165167,0,165168,0,
165267,0,165268,0,
165368,0,165368,0,
165468,0,165469,0,
165569,0,165569,0,
165669,0,165669,0,
165770,0,165771,0,
165871,0,165872,0,
165972,0,165972,0,
166073,0,166073,0,
166174,0,166175,0,
166274,0,166275,0,
166375,0,166376,0,
166476,0,166477,0,
166527,0,166527,0,
166628,0,166629,0,
166728,0,166729,0,
166829,0,166830,0,
166930,0,166931,0,
167031,0,167032,0,
167132,0,167133,0,
167233,0,167233,0,
167333,0,167335,0,
167434,0,167436,0,
167535,0,167535,0,
167637,0,167638,0,
167738,0,167739,0,
167837,0,167838,0,
167940,0,167941,0,
168040,0,168040,0,
168143,0,168144,0,
168244,0,168245,0,
168344,0,168345,0,
168445,0,168447,0,
168546,0,168547,0,
168647,0,168647,0,
168747,0,168748,0,
168847,0,168848,0,
168948,0,168948,0,
169050,0,169051,0,
169151,0,169151,0,
169252,0,169253,0,
169353,0,169354,0,
169453,0,169454,0,
169553,0,169554,0,
169654,0,169655,0,
169755,0,169756,0,
169855,0,169856,0,
169957,0,169957,0,
170056,0,170057,0,
170157,0,170157,0,
170257,0,170258,0,
170359,0,170360,0,
170459,0,170460,0,
170560,0,170561,0,
170660,0,170661,0,
170761,0,170762,0,
170862,0,170862,0,
170963,0,170964,0,
171064,0,171065,0,
171164,0,171165,0,
171265,0,171265,0,
171365,0,171366,0,
171466,0,171466,0,
171566,0,171567,0,
171668,0,171668,0,
171768,0,171770,0,
171869,0,171869,0,
171969,0,171970,0,
172070,0,172071,0,
172172,0,172173,0,
172274,0,172274,0,
172373,0,172374,0,
172474,0,172474,0,
172575,0,172575,0,
172675,0,172676,0,
172776,0,172777,0,
172877,0,172878,0,
172977,0,172978,0,
173079,0,173080,0,
173179,0,173179,0,
173279,0,173280,0,
173381,0,173381,0,
173482,0,173483,0,
173583,0,173583,0,
173683,0,173684,0,
173784,0,173785,0,
173884,0,173885,0,
173985,0,173986,0,
174086,0,174086,0,
174186,0,174187,0,
174287,0,174288,0,
174388,0,174388,0,
174488,0,174488,0,
174589,0,174589,0,
174689,0,174690,0,
174790,0,174791,0,
174893,0,174894,0,
174992,0,174993,0,
175093,0,175094,0,
175194,0,175194,0,
175295,0,175295,0,
175395,0,175396,0,
175496,0,175497,0,
175598,0,175601,0,
175698,0,175698,0,
175798,0,175799,0,
175900,0,175902,0,
176000,0,176001,0,
176101,0,176101,0,
176202,0,176202,0,
176302,0,176303,0,
176403,0,176404,0,
176505,0,176506,0,
176605,0,176606,0,
176705,0,176706,0,
176806,0,176807,0,
176907,0,176907,0,
177007,0,177008,0,
177108,0,177109,0,
177210,0,177211,0,
177311,0,177311,0,
177411,0,177411,0,
177512,0,177513,0,
177613,0,177613,0,
177714,0,177715,0,
177815,0,177817,0,
177916,0,177916,0,
178017,0,178018,0,
178118,0,178119,0,
178219,0,178220,0,
178320,0,178320,0,
178370,0,178370,0,
178471,0,178471,0,
178571,0,178571,0,
178672,0,178676,0,
178772,0,178773,0,
178872,0,178873,0,
178973,0,178974,0,
179073,0,179074,0,
179174,0,179174,0,
179275,0,179276,0,
179375,0,179376,0,
179476,0,179477,0,
179577,0,179577,0,
179678,0,179678,0,
179780,0,179781,0,
179879,0,179880,0,
179980,0,179980,0,
180080,0,180081,0,
180181,0,180182,0,
180282,0,180283,0,
180383,0,180384,0,
180485,0,180487,0,
180585,0,180585,0,
180686,0,180686,0,
180786,0,180787,0,
180887,0,180888,0,
180988,0,180990,0,
181089,0,181089,0,
181190,0,181190,0,
181291,0,181292,0,
181392,0,181393,0,
181493,0,181494,0,
181593,0,181594,0,
181697,0,181698,0,
181795,0,181796,0,
181897,0,181899,0,
181997,0,181998,0,
182097,0,182098,0,
182199,0,182199,0,
182299,0,182300,0,
182400,0,182400,0,
182500,0,182501,0,
182601,0,182602,0,
182702,0,182703,0,
182803,0,182803,0,
182904,0,182904,0,
183005,0,183005,0,
183105,0,183106,0,
183207,0,183210,0,
183307,0,183307,0,
183409,0,183410,0,
183509,0,183510,0,
183612,0,183614,0,
183711,0,183711,0,
183812,0,183813,0,
183912,0,183913,0,
184013,0,184014,0,
184114,0,184114,0,
184214,0,184214,0,
184314,0,184315,0,
184415,0,184415,0,
184515,0,184516,0,
184616,0,184617,0,
184716,0,184717,0,
184819,0,184820,0,
184918,0,184919,0,
185019,0,185020,0,
185120,0,185121,0,
185220,0,185221,0,
185321,0,185321,0,
185422,0,185423,0,
185522,0,185523,0,
185623,0,185624,0,
185724,0,185724,0,
185824,0,185825,0,
185925,0,185927,0,
186027,0,186028,0,
186128,0,186129,0,
186229,0,186230,0,
186331,0,186332,0,
186431,0,186432,0,
186532,0,186532,0,
186632,0,186633,0,
186733,0,186733,0,
186833,0,186834,0,
186934,0,186934,0,
187034,0,187035,0,
187135,0,187136,0,
187236,0,187237,0,
187337,0,187339,0,
187439,0,187439,0,
187540,0,187545,0,
187640,0,187640,0,
187740,0,187740,0,
187840,0,187841,0,
187941,0,187942,0,
188044,0,188044,0,
188142,0,188144,0,
188243,0,188244,0,
188344,0,188345,0,
188445,0,188446,0,
188545,0,188546,0,
188646,0,188647,0,
188749,0,188754,0,
188847,0,188848,0,
188948,0,188948,0,
189050,0,189051,0,
189150,0,189150,0,
189251,0,189252,0,
189352,0,189353,0,
189453,0,189454,0,
189553,0,189554,0,
189654,0,189654,0,
189754,0,189755,0,
189855,0,189855,0,
189955,0,189956,0,
190056,0,190056,0,
190157,0,190157,0,
190257,0,190258,0,
190358,0,190358,0,
190460,0,190461,0,
190560,0,190561,0,
190660,0,190660,0,
190763,0,190764,0,
190862,0,190863,0,
190962,0,190963,0,
191063,0,191064,0,
191163,0,191164,0,
191264,0,191264,0,
191364,0,191365,0,
191465,0,191465,0,
191566,0,191568,0,
191667,0,191668,0,
191768,0,191768,0,
191868,0,191869,0,
191969,0,191969,0,
192070,0,192070,0,
192170,0,192170,0,
192270,0,192271,0,
192372,0,192373,0,
192473,0,192475,0,
192573,0,192574,0,
192675,0,192677,0,
192776,0,192777,0,
192829,0,192832,0,
192929,0,192929,0,
193031,0,193032,0,
193130,0,193131,0,
193232,0,193234,0,
193332,0,193332,0,
193432,0,193433,0,
193533,0,193533,0,
193633,0,193634,0,
193734,0,193734,0,
193835,0,193835,0,
193935,0,193936,0,
194036,0,194037,0,
194137,0,194137,0,
194237,0,194238,0,
194338,0,194339,0,
194438,0,194439,0,
194539,0,194540,0,
194640,0,194640,0,
194741,0,194741,0,
194842,0,194842,0,
194943,0,194944,0,
195043,0,195046,0,
195145,0,195146,0,
195245,0,195245,0,
195346,0,195346,0,
195448,0,195453,0,
195547,0,195548,0,
195648,0,195649,0,
195749,0,195750,0,
195850,0,195850,0,
195951,0,195951,0,
196053,0,196053,0,
196152,0,196153,0,
196253,0,196253,0,
196354,0,196355,0,
196454,0,196455,0,
196556,0,196556,0,
196657,0,196657,0,
196757,0,196757,0,
196857,0,196858,0,
196962,0,196964,0,
197063,0,197064,0,
197164,0,197164,0,
197264,0,197265,0,
197365,0,197366,0,
197465,0,197466,0,
197567,0,197568,0,
197667,0,197668,0,
197768,0,197768,0,
197868,0,197869,0,
197971,0,197972,0,
198072,0,198073,0,
198172,0,198175,0,
198272,0,198273,0,
198373,0,198374,0,
198473,0,198474,0,
198574,0,198574,0,
198675,0,198682,0,
198777,0,198777,0,
198880,0,198880,0,
198980,0,198981,0,
199083,0,199084,0,
199185,0,199185,0,
199286,0,199286,0,
199386,0,199387,0,
199487,0,199488,0,
199589,0,199590,0,
199689,0,199689,0,
199789,0,199790,0,
199896,0,199898,0,
199994,0,199996,0,
200096,0,200097,0,
200196,0,200197,0,
200297,0,200298,0,
200397,0,200398,0,
200498,0,200498,0,
200599,0,200599,0,
200700,0,200700,0,
200799,0,200800,0,
200900,0,200900,0,
201000,0,201001,0,
201101,0,201101,0,
201201,0,201202,0,
201302,0,201302,0,
201403,0,201403,0,
201503,0,201504,0,
201604,0,201605,0,
201704,0,201705,0,
201805,0,201806,0,
201906,0,201906,0,
202006,0,202006,0,
202107,0,202108,0,
202208,0,202208,0,
202309,0,202309,0,
202409,0,202410,0,
202511,0,202512,0,
202611,0,202612,0,
202712,0,202713,0,
202812,0,202813,0,
202913,0,202914,0,
203014,0,203017,0,
203114,0,203115,0,
203215,0,203215,0,
203315,0,203316,0,
203416,0,203418,0,
203517,0,203517,0,
203617,0,203619,0,
203718,0,203719,0,
203769,0,203769,0,
203869,0,203869,0,
203970,0,203972,0,
204071,0,204071,0,
204172,0,204173,0,
204272,0,204272,0,
204373,0,204373,0,
204473,0,204474,0,
204574,0,204575,0,
204674,0,204675,0,
204778,0,204781,0,
204878,0,204880,0,
204978,0,204978,0,
205078,0,205079,0,
205179,0,205179,0,
205279,0,205280,0,
205380,0,205380,0,
205482,0,205483,0,
205581,0,205582,0,
205682,0,205683,0,
205783,0,205784,0,
205884,0,205886,0,
205985,0,205985,0,
206085,0,206085,0,
206185,0,206186,0,
206286,0,206286,0,
206387,0,206388,0,
206487,0,206488,0,
206587,0,206588,0,
206688,0,206688,0,
206789,0,206790,0,
206890,0,206897,0,
206990,0,206991,0,
207091,0,207091,0,
207191,0,207192,0,
207293,0,207293,0,
207394,0,207394,0,
207495,0,207495,0,
207595,0,207596,0,
207695,0,207696,0,
207796,0,207796,0,
207896,0,207897,0,
207997,0,207997,0,
208097,0,208097,0,
208197,0,208198,0,
208297,0,208298,0,
208398,0,208399,0,
208500,0,208501,0,
208599,0,208600,0,
208700,0,208700,0,
208800,0,208801,0,
208900,0,208901,0,
209001,0,209002,0,
209103,0,209104,0,
209203,0,209204,0,
209303,0,209304,0,
209404,0,209405,0,
209505,0,209505,0,
209605,0,209606,0,
209706,0,209706,0,
209806,0,209806,0,
209906,0,209907,0,
210007,0,210007,0,
210107,0,210107,0,
210207,0,210208,0,
210307,0,210308,0,
210408,0,210409,0,
210508,0,210509,0,
210609,0,210610,0,
210709,0,210710,0,
210810,0,210810,0,
210910,0,210911,0,
211013,0,211014,0,
211112,0,211113,0,
211214,0,211214,0,
211314,0,211315,0,
211415,0,211416,0,
211516,0,211517,0,
211617,0,211618,0,
211717,0,211718,0,
211819,0,211820,0,
211919,0,211920,0,
212020,0,212021,0,
212121,0,212122,0,
212222,0,212222,0,
212324,0,212328,0,
212424,0,212425,0,
212524,0,212525,0,
212625,0,212625,0,
212725,0,212728,0,
212826,0,212827,0,
212928,0,212929,0,
213030,0,213031,0,
213141,0,213142,0,
213231,0,213232,0,
213333,0,213334,0,
213432,0,213433,0,
213537,0,213538,0,
213635,0,213636,0,
213736,0,213737,0,
213840,0,213841,0,
213939,0,213940,0,
214040,0,214041,0,
214140,0,214140,0,
214240,0,214241,0,
214342,0,214347,0,
214443,0,214444,0,
214544,0,214545,0,
214646,0,214647,0,
214746,0,214747,0,
214847,0,214847,0,
214948,0,214948,0,
215050,0,215053,0,
215150,0,215151,0,
215253,0,215255,0,
215352,0,215353,0,
215453,0,215454,0,
215554,0,215555,0,
215655,0,215655,0,
215756,0,215757,0,
215857,0,215858,0,
215957,0,215958,0,
216060,0,216064,0,
216160,0,216160,0,
216262,0,216264,0,
216364,0,216366,0,
216467,0,216470,0,
216564,0,216565,0,
216664,0,216664,0,
216765,0,216765,0,
216865,0,216866,0,
216967,0,216967,0,
217068,0,217069,0,
217168,0,217168,0,
217269,0,217270,0,
217370,0,217371,0,
217471,0,217473,0,
217573,0,217573,0,
217674,0,217674,0,
217775,0,217778,0,
217875,0,217880,0,
217976,0,217977,0,
218077,0,218078,0,
218178,0,218178,0,
218278,0,218279,0,
218381,0,218381,0,
218481,0,218482,0,
218582,0,218583,0,
218683,0,218684,0,
218784,0,218785,0,
218834,0,218835,0,
218935,0,218936,0,
219036,0,219036,0,
219137,0,219137,0,
219237,0,219237,0,
219338,0,219339,0,
219440,0,219442,0,
219540,0,219540,0,
219642,0,219644,0,
219741,0,219742,0,
219844,0,219847,0,
219943,0,219944,0,
220044,0,220044,0,
220146,0,220147,0,
220245,0,220246,0,
220346,0,220347,0,
220447,0,220448,0,
220563,0,220563,0,
220649,0,220649,0,
220749,0,220749,0,
220854,0,220855,0,
220957,0,220959,0,
221052,0,221054,0,
221153,0,221154,0,
221254,0,221256,0,
221356,0,221357,0,
221457,0,221458,0,
221557,0,221557,0,
221660,0,221662,0,
221764,0,221765,0,
221859,0,221860,0,
221960,0,221961,0,
222061,0,222061,0,
222162,0,222163,0,
222264,0,222265,0,
222363,0,222364,0,
222465,0,222466,0,
222565,0,222566,0,
222666,0,222667,0,
222767,0,222768,0,
222867,0,222868,0,
222970,0,222971,0,
223070,0,223072,0,
223170,0,223171,0,
223270,0,223271,0,
223371,0,223372,0,
223473,0,223474,0,
223573,0,223575,0,
223674,0,223677,0,
223778,0,223780,0,
223878,0,223879,0,
223978,0,223978,0,
224079,0,224079,0,
224180,0,224181,0,
224281,0,224281,0,
224382,0,224383,0,
224482,0,224483,0,
224583,0,224584,0,
224684,0,224685,0,
224786,0,224787,0,
224886,0,224887,0,
224987,0,224987,0,
225089,0,225094,0,
225189,0,225190,0,
225290,0,225291,0,
225392,0,225394,0,
225493,0,225494,0,
225594,0,225596,0,
225694,0,225694,0,
225794,0,225795,0,
225897,0,225899,0,
225996,0,225996,0,
226098,0,226099,0,
226199,0,226199,0,
226300,0,226301,0,
226401,0,226402,0,
226501,0,226502,0,
226602,0,226603,0,
226704,0,226707,0,
226805,0,226808,0,
226905,0,226906,0,
227007,0,227008,0,
227108,0,227110,0,
227210,0,227211,0,
227311,0,227312,0,
227411,0,227412,0,
227512,0,227513,0,
227613,0,227614,0,
227714,0,227714,0,
227814,0,227815,0,
227915,0,227918,0,
228017,0,228018,0,
228117,0,228117,0,
228219,0,228220,0,
228320,0,228321,0,
228422,0,228423,0,
